2001:250:700a::,24370,-1,cernet2 ix at dalian university of technology
2001:250:700d::,23910,-1,china next generation internet cernet2
2001:250:7011::,24369,-1,cernet2 ix at northeast university
2001:250:7013::,24370,-1,cernet2 ix at dalian university of technology
2001:250:7014::,24369,-1,cernet2 ix at northeast university
2001:250:7018::,23910,-1,china next generation internet cernet2
2001:250:701b::,24370,-1,cernet2 ix at dalian university of technology
2001:250:701f::,23910,-1,china next generation internet cernet2
2001:250:7020::,24369,-1,cernet2 ix at northeast university
2001:250:7021::,23910,-1,china next generation internet cernet2
2001:250:7023::,24369,-1,cernet2 ix at northeast university
2001:250:7024::,24370,-1,cernet2 ix at dalian university of technology
2001:250:7025::,23910,-1,china next generation internet cernet2
2001:250:7027::,24369,-1,cernet2 ix at northeast university
2001:250:702a::,24370,-1,cernet2 ix at dalian university of technology
2001:250:702b::,24369,-1,cernet2 ix at northeast university
2001:250:702e::,24370,-1,cernet2 ix at dalian university of technology
2001:250:702f::,24369,-1,cernet2 ix at northeast university
2001:250:7030::,24370,-1,cernet2 ix at dalian university of technology
2001:250:7031::,23910,-1,china next generation internet cernet2
2001:250:7032::,24370,-1,cernet2 ix at dalian university of technology
2001:250:7033::,23910,-1,china next generation internet cernet2
2001:250:7034::,24370,-1,cernet2 ix at dalian university of technology
2001:250:7035::,24369,-1,cernet2 ix at northeast university
2001:250:7036::,23910,-1,china next generation internet cernet2
2001:250:7401::,24371,-1,cernet2 ix at jilin university
2001:250:740f::,23910,-1,china next generation internet cernet2
2001:250:7410::,24371,-1,cernet2 ix at jilin university
2001:250:742d::,23910,-1,china next generation internet cernet2
2001:250:742e::,24371,-1,cernet2 ix at jilin university
2001:250:742f::,23910,-1,china next generation internet cernet2
2001:250:7801::,24372,-1,cernet2 ix at harbin institute of technology
2001:250:7816::,23910,-1,china next generation internet cernet2
2001:250:7817::,24372,-1,cernet2 ix at harbin institute of technology
2001:250:7823::,23910,-1,china next generation internet cernet2
2001:250:a809::,24370,-1,cernet2 ix at dalian university of technology
2001:250:a80a::,23910,-1,china next generation internet cernet2
2001:250:c006::,24348,-1,cernet2 ix at tsinghua university
2001:250:c007::,23910,-1,china next generation internet cernet2
2001:250:fe01::,24372,-1,cernet2 ix at harbin institute of technology
2001:250:fe02::,23910,-1,china next generation internet cernet2
2001:252::,23911,-1,china next generation internet beijing ix
2001:252:ff00::,4538,-1,china education and research network center
2001:253::,38272,-1,china education and research network (cernet)
2001:253:101::,142067,-1,
2001:253:102::,142068,-1,
2001:253:103::,142069,-1,
2001:253:104::,142070,-1,
2001:253:105::,142071,-1,
2001:253:106::,142072,-1,
2001:253:107::,142073,-1,
2001:253:108::,142074,-1,
2001:253:109::,38272,-1,china education and research network (cernet)
2001:253:110::,142076,-1,
2001:253:111::,142077,-1,
2001:253:112::,142078,-1,
2001:253:113::,142079,-1,
2001:253:114::,142080,-1,
2001:253:115::,142081,-1,
2001:253:116::,142084,-1,
2001:253:117::,142083,-1,
2001:253:118::,142084,-1,
2001:253:119::,142085,-1,
2001:253:11a::,38272,-1,china education and research network (cernet)
2001:253:120::,142086,-1,
2001:253:121::,142087,-1,
2001:253:122::,142088,-1,
2001:253:123::,142089,-1,
2001:253:124::,142090,-1,
2001:253:125::,142091,-1,
2001:253:126::,142092,-1,
2001:253:127::,142093,-1,
2001:253:128::,142094,-1,
2001:253:129::,142095,-1,
2001:253:12a::,38272,-1,china education and research network (cernet)
2001:253:130::,142096,-1,
2001:253:131::,142097,-1,
2001:253:132::,142098,-1,
2001:253:133::,142099,-1,
2001:253:134::,142100,-1,
2001:253:135::,142101,-1,
2001:253:136::,142102,-1,
2001:253:137::,142103,-1,
2001:253:138::,142104,-1,
2001:253:139::,142105,-1,
2001:253:13a::,38272,-1,china education and research network (cernet)
2001:253:140::,142106,-1,
2001:253:141::,38272,-1,china education and research network (cernet)
2001:254::,24489,-1,trans-eurasia information network (tein2) - north
2001:254:8000::,24490,-1,trans-eurasia information network (tein2) - sg
2001:255::,38255,-1,china education and research network (cernet)
2001:256:100::,24367,-1,cernet2 ix at zhejiang university
2001:258::,2510,-1,fujitsu limited
2001:260::,2518,-1,biglobe inc.
2001:268::,2516,-1,kddi corporation
2001:270::,3786,1,lg dacom corporation
2001:278::,4725,-1,softbank corp.
2001:288::,1659,-1,taiwan academic network (tanet) information center
2001:290::,9318,-1,sk broadband co ltd
2001:298::,9600,-1,so-net corporation
2001:2a8::,7670,-1,energia communications inc.
2001:2b8:bc::,1237,-1,kisti
2001:2c0::,2514,-1,ntt pc communications inc.
2001:2d8::,9644,-1,sk telecom
2001:2e0::,9293,-1,ntt com asia limited
2001:2e8::,10013,-1,freebit co.ltd.
2001:2f0::,7514,1,computer engineering & consulting ltd.
2001:2f8::,2907,-1,research organization of information and systems national institute of informatics
2001:2f8:40::,7509,-1,hokkaido university
2001:2f8:41::,2907,-1,research organization of information and systems national institute of informatics
2001:300::,2497,-1,internet initiative japan inc.
2001:308::,7668,1,hokuriku telecommunication network co.
2001:310::,4694,1,idc frontier inc.
2001:318::,7522,-1,stnet incorporated
2001:320::,1237,-1,kisti
2001:330::,6619,1,samsungsds inc.
2001:338::,4675,-1,uniadex ltd.
2001:340::,4678,1,canon it solutions inc.
2001:348::,7679,-1,qtnetinc.
2001:350::,7671,1,ntt smartconnect corporation
2001:358::,4680,1,mitsubishi electric information network corporation
2001:360:12::,135887,-1,belong  (telstra corporation)
2001:370::,9607,1,broadband tower inc.
2001:378::,9318,-1,sk broadband co ltd
2001:380::,4713,1,ntt communications corporation
2001:388::,7575,-1,australian academic and research network (aarnet)
2001:398::,7682,-1,hokkaido telecommunications network co. inc.
2001:3a0::,7521,-1,internet multifeed co.
2001:3a0:f006::,38644,-1,internet multifeed co.
2001:3a0:f007::,131079,-1,internet multifeed co.
2001:3a0:f008::,7521,-1,internet multifeed co.
2001:3a8::,9848,-1,sejong telecom
2001:3b0::,17529,-1,starcat cable network co .ltd.
2001:3b8::,2527,-1,sony network communications inc.
2001:3c0::,7516,-1,tohoku intelligent telecommunication co. inc.
2001:3c8::,4621,-1,uninet-th
2001:3c8:243::,138685,-1,mahidol wittayanusorn school
2001:3c8:244::,4621,-1,uninet-th
2001:3c8:100f::,133919,-1,university campus network rajamangala university of technology phra nakhon
2001:3c8:1010::,4621,-1,uninet-th
2001:3c8:1202::,4762,-1,mahidol university thailand
2001:3c8:1203::,4621,-1,uninet-th
2001:3c8:1306::,137198,-1,phranakorn rajabhat university
2001:3c8:1307::,4621,-1,uninet-th
2001:3c8:130a::,17827,-1,sukhothai thammathirat open university
2001:3c8:130b::,4621,-1,uninet-th
2001:3c8:1401::,3839,-1,chulalongkorn university
2001:3c8:1402::,4621,-1,uninet-th
